ID	Name	2013	2014	2015	2016
16	Dušan Basta	Udinese Calcio	null	null	null	
15	Danilo	Udinese Calcio	FC Porto	FC Porto	Real Madrid CF	
14	Željko Brkić	Udinese Calcio	null	null	null	
13	José Luís	SC Braga	null	null	null	
12	Rúben Micael	SC Braga	null	null	null	
11	Ruben Amorim	SC Braga	null	null	null	
10	Hugo Viana	SC Braga	null	null	null	
9	Douglão	SC Braga	null	null	null	
8	Alan	SC Braga	null	FC Salzburg	null	
7	Custódio	SC Braga	null	null	null	
6	Paulo Vinícius	SC Braga	null	null	null	
5	Leandro Salino	SC Braga	Olympiacos FC	null	Olympiacos FC	
4	Ismaily	SC Braga	null	null	FC Shakhtar Donetsk	
3	Lima	SC Braga	SL Benfica	SL Benfica	null	
2	Hélder Barbosa	SC Braga	null	null	null	
1	Mossoró	SC Braga	null	null	null	
0	Beto	SC Braga	null	null	null	
1290	Erik Durm	null	Borussia Dortmund	Borussia Dortmund	null	
1289	Yohan Cabaye	null	Paris Saint-Germain	Paris Saint-Germain	null	
1288	Miloš Jojić	null	Borussia Dortmund	Borussia Dortmund	null	
1287	Nikos Vergos	null	Olympiacos FC	null	null	
1286	Anthony Annan	null	FC Schalke 04	null	null	
1285	Kaan Ayhan	null	FC Schalke 04	FC Schalke 04	null	
1284	Diego	null	Club Atlético de Madrid	null	null	
1283	José Sosa	null	Club Atlético de Madrid	null	null	
1282	Filipe Luís	null	Club Atlético de Madrid	Chelsea FC	Club Atlético de Madrid	
1281	Jesé	null	Real Madrid CF	Real Madrid CF	Real Madrid CF	
1280	Iván Marcano	null	Olympiacos FC	FC Porto	FC Porto	
1279	Hernán Peréz	null	Olympiacos FC	null	null	
1278	Manuel Friedrich	null	Borussia Dortmund	null	null	
1277	José Rondón	null	FC Zenit	FC Zenit	null	
1276	Adel Taarabt	null	AC Milan	null	null	
1275	Jean Marie Dongou	null	FC Barcelona	null	null	
1274	Javi Manquillo	null	Club Atlético de Madrid	Liverpool FC	null	
1273	Daniel Aranzubia	null	Club Atlético de Madrid	null	null	
1272	Rafael Cabral	null	SSC Napoli	SSC Napoli	null	
1271	Marian Sarr	null	Borussia Dortmund	null	null	
1270	Paul Pîrvulescu	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
1269	Mark Schwarzer	null	Chelsea FC	null	null	
1268	Vyacheslav Karavaev	null	PFC CSKA Moskva	null	null	
1267	Alan Dzagoev	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1266	Andy Najar	null	RSC Anderlecht	RSC Anderlecht	null	
1265	Kalifa Traoré	null	Paris Saint-Germain	null	null	
1264	Casemiro	null	Real Madrid CF	FC Porto	Real Madrid CF	
1263	Christoffer Remmer	null	FC København	null	null	
1262	Adnan Januzaj	null	Manchester United FC	null	Manchester United FC	
1261	Julian Green	null	FC Bayern München	null	FC Bayern München	
1260	Danny Amankwaa	null	FC København	null	null	
1259	Marvin Pourie	null	FC København	null	null	
1258	Javier Ros	null	Real Sociedad de Fútbol	null	null	
1257	Jon Ansotegi	null	Real Sociedad de Fútbol	null	null	
1256	Adama Traoré	null	FC Barcelona	null	null	
1255	Patric Gabarron	null	FC Barcelona	null	null	
1254	Danny Hoesen	null	AFC Ajax	null	null	
1253	Tom Rogic	null	Celtic FC	null	null	
1252	Emiliano Insua	null	Club Atlético de Madrid	null	null	
1251	Ricardo	null	FC Porto	null	null	
1250	Ralf Fährmann	null	FC Schalke 04	FC Schalke 04	null	
1249	Ionuţ Neagu	null	FC Steaua Bucureşti	null	null	
1248	Davy Klaassen	null	AFC Ajax	AFC Ajax	null	
1247	Tomas Šimkovič	null	FK Austria Wien	null	null	
1246	Josuha Guilavogui	null	Club Atlético de Madrid	null	VfL Wolfsburg	
1245	Blerim Dzemaili	null	SSC Napoli	null	null	
1244	Alexandru Chipciu	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
1243	Kevin De Bruyne	null	Chelsea FC	null	Manchester City FC	
1242	Mitchell Weiser	null	FC Bayern München	FC Bayern München	null	
1241	Costel Pantilimon	null	Manchester City FC	null	null	
1240	Sílvio	null	SL Benfica	null	SL Benfica	
1239	Anthony Vanden Borre	null	RSC Anderlecht	RSC Anderlecht	null	
1238	Seydou Doumbia	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1237	Ivan Cavaleiro	null	SL Benfica	null	AS Monaco	
1236	Fernando Llorente	null	Juventus	Juventus	Sevilla FC	
1235	Gareth Bale	null	Real Madrid CF	Real Madrid CF	Real Madrid CF	
1234	Jöel Veltman	null	AFC Ajax	null	null	
1233	Amido Baldé	null	Celtic FC	null	null	
1232	Emiliano Insúa	null	Club Atlético de Madrid	null	null	
1231	Diego Costa	null	Club Atlético de Madrid	Chelsea FC	Chelsea FC	
1230	Srdan Spiridonovic	null	FK Austria Wien	null	null	
1229	Emir Dilaver	null	FK Austria Wien	null	null	
1228	Kassim Abdallah	null	Olympique de Marseille	null	null	
1227	Souleymane Diawara	null	Olympique de Marseille	null	null	
1226	Benoît Cheyrou	null	Olympique de Marseille	null	null	
1225	Serey Die	null	FC Basel 1893	null	null	
1224	Martin Pospíšil	null	FC Viktoria Plzeň	null	null	
1223	Mark González	null	PFC CSKA Moskva	null	null	
1222	Rasmus Elm	null	PFC CSKA Moskva	null	null	
1221	Aleksei Berezutski	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1220	Jan Kirchhoff	null	FC Bayern München	FC Schalke 04	null	
1219	Michael Olaitan	null	Olympiacos FC	null	null	
1218	Delvin N'Dinga	null	Olympiacos FC	Olympiacos FC	null	
1217	Youri Tielemans	null	RSC Anderlecht	RSC Anderlecht	null	
1216	Thomas Kaminski	null	RSC Anderlecht	null	null	
1215	Jesé Rodríguez	null	Real Madrid CF	null	null	
1214	Asier Illarramendi	null	Real Madrid CF	Real Madrid CF	null	
1213	Daniel Carvajal	null	Real Madrid CF	null	null	
1212	Facundo Ferreyra	null	FC Shakhtar Donetsk	null	FC Shakhtar Donetsk	
1211	Lasse Schöne	null	AFC Ajax	AFC Ajax	null	
1210	Lucas Andersen	null	AFC Ajax	AFC Ajax	null	
1209	Lesley de Sa	null	AFC Ajax	null	null	
1208	Jasper Cillessen	null	AFC Ajax	AFC Ajax	null	
1207	Giorgios Samaras	null	Celtic FC	null	null	
1206	Christian Ramsebner	null	FK Austria Wien	null	null	
1205	Óliver Torres	null	Club Atlético de Madrid	FC Porto	Club Atlético de Madrid	
1204	Tiago	null	Club Atlético de Madrid	SL Benfica	Club Atlético de Madrid	
1203	Nabil Ghilas	null	FC Porto	null	null	
1202	Mario Lemina	null	Olympique de Marseille	null	Juventus	
1201	Benjamin Mendy	null	Olympique de Marseille	null	null	
1200	Sokratis Papastathopoulos	null	Borussia Dortmund	Borussia Dortmund	null	
1199	Eriс Durm	null	Borussia Dortmund	null	null	
1198	Duván Zapata	null	SSC Napoli	SSC Napoli	null	
1197	Federico Fernández	null	SSC Napoli	null	null	
1196	André Schürrle	null	Chelsea FC	Chelsea FC	VfL Wolfsburg	
1195	Fernando Varela	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
1194	Tim Hoogland	null	FC Schalke 04	null	null	
1193	Nir Biton	null	Celtic FC	Celtic FC	null	
1192	Cristian Zaccardo	null	AC Milan	null	null	
1191	Valter Birsa	null	AC Milan	null	null	
1190	Thulani Serero	null	AFC Ajax	AFC Ajax	null	
1189	Mike van der Hoorn	null	AFC Ajax	AFC Ajax	null	
1188	Stefano Denswil	null	AFC Ajax	AFC Ajax	null	
1187	Nicolai Boilesen	null	AFC Ajax	AFC Ajax	null	
1186	Kolbeinn Sigthórsson	null	AFC Ajax	AFC Ajax	null	
1185	Lerin Duarte	null	AFC Ajax	null	null	
1184	Neymar	null	FC Barcelona	FC Barcelona	FC Barcelona	
1183	Hector Herrera	null	FC Porto	FC Porto	FC Porto	
1182	Juan Quintero	null	FC Porto	FC Porto	null	
1181	Licá	null	FC Porto	null	null	
1180	Josué	null	FC Porto	null	null	
1179	Tomas Simkovic	null	FK Austria Wien	null	null	
1178	Oleg Shatov	null	FC Zenit	FC Zenit	FC Zenit	
1177	Cristian Ansaldi	null	FC Zenit	Club Atlético de Madrid	null	
1176	Léo Baptistão	null	Club Atlético de Madrid	null	null	
1175	Cristian Rodríguez	null	Club Atlético de Madrid	Club Atlético de Madrid	null	
1174	Raúl García	null	Club Atlético de Madrid	Club Atlético de Madrid	null	
1173	Miranda	null	Club Atlético de Madrid	Club Atlético de Madrid	null	
1172	Juanfran	null	Club Atlético de Madrid	Club Atlético de Madrid	Club Atlético de Madrid	
1171	Gabi	null	Club Atlético de Madrid	Club Atlético de Madrid	Club Atlético de Madrid	
1170	Arda Turan	null	Club Atlético de Madrid	Club Atlético de Madrid	FC Barcelona	
1169	Adrián López	null	Club Atlético de Madrid	FC Porto	null	
1168	Koke	null	Club Atlético de Madrid	Club Atlético de Madrid	Club Atlético de Madrid	
1167	Mario Suárez	null	Club Atlético de Madrid	Club Atlético de Madrid	null	
1166	Filipe Luis	null	Club Atlético de Madrid	null	null	
1165	Diego Godín	null	Club Atlético de Madrid	Club Atlético de Madrid	Club Atlético de Madrid	
1164	Thibaut Courtois	null	Club Atlético de Madrid	Chelsea FC	Chelsea FC	
1163	Pierre-Emerick Aubameyang	null	Borussia Dortmund	Borussia Dortmund	null	
1162	Jonas Hofmann	null	Borussia Dortmund	null	null	
1161	Mitchell Langerak	null	Borussia Dortmund	Borussia Dortmund	null	
1160	Goran Pandev	null	SSC Napoli	null	null	
1159	Giandomenico Mesto	null	SSC Napoli	null	null	
1158	Dries Mertens	null	SSC Napoli	SSC Napoli	null	
1157	Gökhan Inler	null	SSC Napoli	null	null	
1156	Valon Behrami	null	SSC Napoli	null	null	
1155	Lorenzo Insigne	null	SSC Napoli	SSC Napoli	null	
1154	Camilo Zúñiga	null	SSC Napoli	null	null	
1153	Marek Hamšík	null	SSC Napoli	SSC Napoli	null	
1152	Christian Maggio	null	SSC Napoli	SSC Napoli	null	
1151	Miguel Britos	null	SSC Napoli	SSC Napoli	null	
1150	Pepe Reina	null	SSC Napoli	null	null	
1149	Saber Khalifa	null	Olympique de Marseille	null	null	
1148	Florian Thauvin	null	Olympique de Marseille	null	null	
1147	Jordan Ayew	null	Olympique de Marseille	null	null	
1146	Mathieu Valbuena	null	Olympique de Marseille	null	Olympique Lyonnais	
1145	Giannelli Imbula	null	Olympique de Marseille	null	FC Porto	
1144	Rod Fanni	null	Olympique de Marseille	null	null	
1143	Alaixys Romao	null	Olympique de Marseille	null	null	
1142	Jérémy Morel	null	Olympique de Marseille	null	Olympique Lyonnais	
1141	André Ayew	null	Olympique de Marseille	null	null	
1140	André-Pierre Gignac	null	Olympique de Marseille	null	null	
1139	Lucas Mendes	null	Olympique de Marseille	null	null	
1138	Nicolas N'Koulou	null	Olympique de Marseille	null	null	
1137	Steve Mandanda	null	Olympique de Marseille	null	null	
1136	Mihai Pintilii	null	FC Steaua Bucureşti	null	null	
1135	Dennis Aogo	null	FC Schalke 04	FC Schalke 04	null	
1134	Ivan Ivanov	null	FC Basel 1893	null	null	
1133	Demba Ba	null	Chelsea FC	Beşiktaş JK	null	
1132	Samuel Eto'o	null	Chelsea FC	null	null	
1131	Marco van Ginkel	null	Chelsea FC	null	PSV Eindhoven	
1130	Álvaro Negredo	null	Manchester City FC	null	Valencia CF	
1129	Jesús Navas	null	Manchester City FC	Manchester City FC	Manchester City FC	
1128	Roman Hubník	null	FC Viktoria Plzeň	null	null	
1127	Marek Bakoš	null	FC Viktoria Plzeň	null	null	
1126	Lukáš Hejda	null	FC Viktoria Plzeň	null	null	
1125	Konstantin Bazelyuk	null	PFC CSKA Moskva	null	null	
1124	Georgi Milanov	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1123	Zoran Tošić	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1122	Georgi Schennikov	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1121	Vitinho	null	PFC CSKA Moskva	null	null	
1120	Vasili Berezutski	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1119	Aleksandrs Cauņa	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1118	Ahmed Musa	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1117	Kirill Nababkin	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1116	Steven Zuber	null	PFC CSKA Moskva	null	null	
1115	Keisuke Honda	null	PFC CSKA Moskva	null	null	
1114	Sergei Ignashevich	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1113	Pontus Wernbloom	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1112	Igor Akinfeev	null	PFC CSKA Moskva	PFC CSKA Moskva	PFC CSKA Moskva	
1111	Edinson Cavani	null	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	
1110	Marquinhos	null	Paris Saint-Germain	Paris Saint-Germain	Paris Saint-Germain	
1109	Sambou Yatabaré	null	Olympiacos FC	null	null	
1108	Joel Campbell	null	Olympiacos FC	Arsenal FC	Arsenal FC	
1107	Gaëtan Bong	null	Olympiacos FC	null	null	
1106	Vladimír Weiss	null	Olympiacos FC	null	null	
1105	Alejandro Domínguez	null	Olympiacos FC	Olympiacos FC	Olympiacos FC	
1104	Carl Medjani	null	Olympiacos FC	null	null	
1103	Andreas Samaris	null	Olympiacos FC	SL Benfica	SL Benfica	
1102	Roberto	null	Olympiacos FC	Olympiacos FC	Olympiacos FC	
1101	Frank Acheampong	null	RSC Anderlecht	RSC Anderlecht	null	
1100	Cyriac	null	RSC Anderlecht	RSC Anderlecht	null	
1099	Aleksandar Mitrović	null	RSC Anderlecht	RSC Anderlecht	null	
1098	Chancel Mbemba	null	RSC Anderlecht	RSC Anderlecht	null	
1097	Matías Suárez	null	RSC Anderlecht	RSC Anderlecht	null	
1096	Luka Milivojević	null	RSC Anderlecht	Olympiacos FC	Olympiacos FC	
1095	Fabrice N'Sakala	null	RSC Anderlecht	RSC Anderlecht	null	
1094	Lazar Marković	null	SL Benfica	Liverpool FC	null	
1093	Enzo Pérez	null	SL Benfica	SL Benfica	Valencia CF	
1092	Guilherme Siqueira	null	SL Benfica	Club Atlético de Madrid	Club Atlético de Madrid	
1091	Filip Djuričić	null	SL Benfica	null	null	
1090	Angelo Ogbonna	null	Juventus	Juventus	null	
1089	Youssef Toutouh	null	FC København	null	null	
1088	Rúrik Gíslason	null	FC København	null	null	
1087	Georg Margreitter	null	FC København	null	null	
1086	Daniel Braaten	null	FC København	null	null	
1085	Fanendo Adi	null	FC København	null	null	
1084	Olof Mellberg	null	FC København	null	null	
1083	Bernard	null	FC Shakhtar Donetsk	FC Shakhtar Donetsk	FC Shakhtar Donetsk	
1082	Fred	null	FC Shakhtar Donetsk	FC Shakhtar Donetsk	FC Shakhtar Donetsk	
1081	Vyacheslav Shevchuk	null	FC Shakhtar Donetsk	FC Shakhtar Donetsk	FC Shakhtar Donetsk	
1080	Imanol Agirretxe	null	Real Sociedad de Fútbol	null	null	
1079	Alberto de la Bella	null	Real Sociedad de Fútbol	null	null	
1078	Dani Estrada	null	Real Sociedad de Fútbol	null	null	
1077	Mikel González	null	Real Sociedad de Fútbol	null	null	
1076	Robbie Kruse	null	FC Bayer 04 Leverkusen	null	null	
1075	Eren Derdiyok	null	FC Bayer 04 Leverkusen	null	null	
1074	Lars Bender	null	FC Bayer 04 Leverkusen	FC Bayer 04 Leverkusen	null	
1073	Giulio Donati	null	FC Bayer 04 Leverkusen	FC Bayer 04 Leverkusen	null	
1072	Ömer Toprak	null	FC Bayer 04 Leverkusen	FC Bayer 04 Leverkusen	null	
1071	Sidney Sam	null	FC Bayer 04 Leverkusen	FC Schalke 04	null	
1070	Sebastian Boenisch	null	FC Bayer 04 Leverkusen	FC Bayer 04 Leverkusen	null	
1069	Stefan Kiessling	null	FC Bayer 04 Leverkusen	FC Bayer 04 Leverkusen	null	
1068	Emre Can	null	FC Bayer 04 Leverkusen	Liverpool FC	null	
1067	Son Heung-Min	null	FC Bayer 04 Leverkusen	FC Bayer 04 Leverkusen	null	
1066	Simon Rolfes	null	FC Bayer 04 Leverkusen	null	null	
1065	Emir Spahić	null	FC Bayer 04 Leverkusen	FC Bayer 04 Leverkusen	null	
1064	Stefan Reinartz	null	FC Bayer 04 Leverkusen	FC Bayer 04 Leverkusen	null	
1063	Bernd Leno	null	FC Bayer 04 Leverkusen	FC Bayer 04 Leverkusen	null	
1062	Marouane Fellaini	null	Manchester United FC	null	Manchester United FC	
1061	Nabil Fekir	null	Olympique Lyonnais	null	null	
1060	Jordan Ferri	null	Olympique Lyonnais	null	Olympique Lyonnais	
1059	Samuel Umtiti	null	Olympique Lyonnais	null	Olympique Lyonnais	
1058	Bakary Koné	null	Olympique Lyonnais	null	Olympique Lyonnais	
1057	Chori Castro	null	Real Sociedad de Fútbol	null	null	
1056	Gorka Elustondo	null	Real Sociedad de Fútbol	null	null	
1055	Daniel Estrada	null	Real Sociedad de Fútbol	null	null	
1054	Ion Ansotegi	null	Real Sociedad de Fútbol	null	null	
1053	Xabi Prieto	null	Real Sociedad de Fútbol	null	null	
1052	Ola Toivonen	null	PSV Eindhoven	null	null	
1051	Daniel Kolář	null	FC Viktoria Plzeň	null	null	
1050	Nusmir Fajić	null	NK Maribor	null	null	
1049	Rui Caetano	null	FC Paços de Ferreira	null	null	
1048	Hélder Lopes	null	FC Paços de Ferreira	null	null	
1047	Grégory	null	FC Paços de Ferreira	null	null	
1046	Luís Neto	null	FC Zenit	FC Zenit	FC Zenit	
1045	Anthony Stokes	null	Celtic FC	Celtic FC	null	
1044	Tomáš Necid	null	PAOK FC	null	null	
1043	Giorgos Georgiadis	null	PAOK FC	null	null	
1042	Giannis Skondras	null	PAOK FC	null	null	
1041	Leandro Tatu	null	FC Steaua Bucureşti	null	null	
1040	Lucian Filip	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
1039	Patryk Mikita	null	Legia Warszawa	null	null	
1038	Henrik Ojamaa	null	Legia Warszawa	null	null	
1037	Bartosz Bereszyński	null	Legia Warszawa	null	null	
1036	Vitinha	null	PFC Ludogorets 1945	null	null	
1035	Fábio Espinho	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
1034	Mihail Aleksandrov	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
1033	Choco	null	PFC Ludogorets 1945	null	null	
1032	Tero Mäntylä	null	PFC Ludogorets 1945	null	null	
1031	Philipp Degen	null	FC Basel 1893	FC Basel 1893	FC Basel 1893	
1030	Fatos Bećiraj	null	GNK Dinamo Zagreb	null	null	
1029	Domagoj Antolić	null	GNK Dinamo Zagreb	null	GNK Dinamo Zagreb	
1028	Grzegorz Sandomierski	null	GNK Dinamo Zagreb	null	null	
1027	Roman Kienast	null	FK Austria Wien	null	null	
1026	Markus Suttner	null	FK Austria Wien	null	null	
1025	Marko Stankovic	null	FK Austria Wien	null	null	
1024	Caner Erkin	null	Fenerbahçe SK	null	null	
1023	Ryo Miyaichi	null	Arsenal FC	null	null	
1022	Yaya Sanogo	null	Arsenal FC	Arsenal FC	null	
1021	Michał Żyro	null	Legia Warszawa	null	null	
1020	Łukasz Broź	null	Legia Warszawa	null	null	
1019	Vladimer Dvalishvili	null	Legia Warszawa	null	null	
1018	Dominik Furman	null	Legia Warszawa	null	null	
1017	Miroslav Radović	null	Legia Warszawa	null	null	
1016	Jakub Rzeźniczak	null	Legia Warszawa	null	null	
1015	Ivica Vrdoljak	null	Legia Warszawa	null	null	
1014	Jakub Kosecki	null	Legia Warszawa	null	null	
1013	Michał Kucharczyk	null	Legia Warszawa	null	null	
1012	Jakub Wawrzyniak	null	Legia Warszawa	null	null	
1011	Marek Saganowski	null	Legia Warszawa	null	null	
1010	Tomasz Jodłowiec	null	Legia Warszawa	null	null	
1009	Dossa Júnior	null	Legia Warszawa	null	null	
1008	Dušan Kuciak	null	Legia Warszawa	null	null	
1007	Gabriel Iancu	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
1006	Adrian Cristea	null	FC Steaua Bucureşti	null	null	
1005	Andrei Prepeliţă	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
1004	Adrian Popa	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
1003	Alexandru Bourceanu	null	FC Steaua Bucureşti	null	null	
1002	Federico Piovaccari	null	FC Steaua Bucureşti	null	null	
1001	Nicolae Stanciu	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
1000	Daniel Georgievski	null	FC Steaua Bucureşti	null	null	
999	Iasmin Latovlevici	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
998	Cristian Tănase	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
997	Florin Gardoş	null	FC Steaua Bucureşti	null	null	
996	Mihai Doru Pintilii	null	FC Steaua Bucureşti	null	null	
995	Łukasz Szukała	null	FC Steaua Bucureşti	FC Steaua Bucureşti	null	
994	Ciprian Tătăruşanu	null	FC Steaua Bucureşti	null	null	
993	Taulant Xhaka	null	FC Basel 1893	FC Basel 1893	null	
992	Matías Delgado	null	FC Basel 1893	FC Basel 1893	FC Basel 1893	
991	Mohamed Elneny	null	FC Basel 1893	FC Basel 1893	Arsenal FC	
990	Giovanni Sio	null	FC Basel 1893	FC Basel 1893	null	
989	Mohamed Salah	null	FC Basel 1893	Chelsea FC	AS Roma	
988	Kay Voser	null	FC Basel 1893	null	null	
987	Valentin Stocker	null	FC Basel 1893	null	null	
986	Arlind Ajeti	null	FC Basel 1893	FC Basel 1893	null	
985	Michel	null	PFC Ludogorets 1945	null	null	
984	Virgil Misidjan	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
983	Fábio	null	PFC Ludogorets 1945	null	null	
982	Marcelinho	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
981	Júnior Caiçara	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
980	Ivan Stoyanov	null	PFC Ludogorets 1945	null	null	
979	Cosmin Moţi	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
978	Yordan Minev	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
977	Hristo Zlatinski	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
976	Svetoslav Dyakov	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
975	Dani Abalo	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
974	Roman Bezjak	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
973	Alexandre Barthe	null	PFC Ludogorets 1945	null	null	
972	Vladislav Stoyanov	null	PFC Ludogorets 1945	PFC Ludogorets 1945	null	
971	Alper Potuk	null	Fenerbahçe SK	null	null	
970	Emre Belözoğlu	null	Fenerbahçe SK	null	null	
969	Michal Kadlec	null	Fenerbahçe SK	null	null	
968	Raul Meireles	null	Fenerbahçe SK	null	null	
967	Pierre Webó	null	Fenerbahçe SK	null	null	
966	Bekir İrtegün	null	Fenerbahçe SK	null	null	
965	Volkan Demirel	null	Fenerbahçe SK	null	null	
964	Sekou Oliseh	null	PAOK FC	null	null	
963	Stefanos Athanasiadis	null	PAOK FC	null	null	
962	Ergys Kace	null	PAOK FC	null	null	
961	Stelios Kitsiou	null	PAOK FC	null	null	
960	Costin Lazăr	null	PAOK FC	null	null	
959	Liam Lawrence	null	PAOK FC	null	null	
958	Lino	null	PAOK FC	null	null	
957	Miguel Vítor	null	PAOK FC	null	null	
956	Dimitris Salpingidis	null	PAOK FC	null	null	
955	Alexandros Tziolis	null	PAOK FC	null	null	
954	Jacobo	null	PAOK FC	null	null	
953	Christian Clemens	null	FC Schalke 04	FC Schalke 04	null	
952	Leon Goretzka	null	FC Schalke 04	FC Schalke 04	null	
951	Ádám Szalai	null	FC Schalke 04	null	null	
950	Max Meyer	null	FC Schalke 04	FC Schalke 04	null	
949	Thomas Murg	null	FK Austria Wien	null	null	
948	Alexander Grünwald	null	FK Austria Wien	null	null	
947	Rubin Okotie	null	FK Austria Wien	null	null	
946	Fabian Koch	null	FK Austria Wien	null	null	
945	Daniel Royer	null	FK Austria Wien	null	null	
944	James Holland	null	FK Austria Wien	null	null	
943	Marin Leovac	null	FK Austria Wien	null	null	
942	Marko Stanković	null	FK Austria Wien	null	null	
941	Florian Mader	null	FK Austria Wien	null	null	
940	Philipp Hosiner	null	FK Austria Wien	null	null	
939	Manuel Ortlechner	null	FK Austria Wien	null	null	
938	Tomáš Jun	null	FK Austria Wien	null	null	
937	Kaja Rogulj	null	FK Austria Wien	null	null	
936	Heinz Lindner	null	FK Austria Wien	null	null	
935	Zvonko Pamić	null	GNK Dinamo Zagreb	null	null	
934	Said Husejinović	null	GNK Dinamo Zagreb	null	null	
933	Lee Addy	null	GNK Dinamo Zagreb	null	null	
932	Junior Fernándes	null	GNK Dinamo Zagreb	null	null	
931	El Arbi Hilal Soudani	null	GNK Dinamo Zagreb	null	null	
930	Oliver Zelenika	null	GNK Dinamo Zagreb	null	null	
929	Baldé	null	Celtic FC	null	null	
928	Steven Mouyokolo	null	Celtic FC	null	null	
927	Virgil van Dijk	null	Celtic FC	Celtic FC	null	
926	Igor Zenkovich	null	FC Shakhter Karagandy	null	null	
925	Sergei Khizhnichenko	null	FC Shakhter Karagandy	null	null	
924	Roger Cañas	null	FC Shakhter Karagandy	null	FC Astana	
923	Aleksandar Simčević	null	FC Shakhter Karagandy	null	null	
922	Gevorg Ghazaryan	null	FC Shakhter Karagandy	null	null	
921	Sergei Maliy	null	FC Shakhter Karagandy	null	null	
920	Aldin Džidić	null	FC Shakhter Karagandy	null	null	
919	Andrei Poryvaev	null	FC Shakhter Karagandy	null	null	
918	Andrei Finonchenko	null	FC Shakhter Karagandy	null	null	
917	Nikola Vasiljević	null	FC Shakhter Karagandy	null	null	
916	Gediminas Vičius	null	FC Shakhter Karagandy	null	null	
915	Aleksandr Mokin	null	FC Shakhter Karagandy	null	null	
914	Andrea Poli	null	AC Milan	null	null	
913	Oscar Hiljemark	null	PSV Eindhoven	null	null	
912	Florian Jozefzoon	null	PSV Eindhoven	null	null	
911	Jürgen Locadia	null	PSV Eindhoven	null	PSV Eindhoven	
910	Park Ji-Sung	null	PSV Eindhoven	null	null	
909	Joshua Brenet	null	PSV Eindhoven	null	PSV Eindhoven	
908	Memphis Depay	null	PSV Eindhoven	null	Manchester United FC	
907	Jetro Willems	null	PSV Eindhoven	null	PSV Eindhoven	
906	Georginio Wijnaldum	null	PSV Eindhoven	null	null	
905	Tim Matavž	null	PSV Eindhoven	null	null	
904	Stijn Schaars	null	PSV Eindhoven	null	PSV Eindhoven	
903	Adam Maher	null	PSV Eindhoven	null	PSV Eindhoven	
902	Jeffrey Bruma	null	PSV Eindhoven	null	PSV Eindhoven	
901	Karim Rekik	null	PSV Eindhoven	null	null	
900	Jeroen Zoet	null	PSV Eindhoven	null	PSV Eindhoven	
899	Amir Derviševič	null	NK Maribor	NK Maribor	null	
898	Jean Philippe Mendy	null	NK Maribor	null	null	
897	Damjan Bohar	null	NK Maribor	NK Maribor	null	
896	Mitja Viler	null	NK Maribor	NK Maribor	null	
895	Nejc Potokar	null	NK Maribor	null	null	
894	František Rajtoral	null	FC Viktoria Plzeň	null	null	
893	Michal Ďuriš	null	FC Viktoria Plzeň	null	null	
892	Stanislav Tecl	null	FC Viktoria Plzeň	null	null	
891	Marián Čišovský	null	FC Viktoria Plzeň	null	null	
890	Václav Procházka	null	FC Viktoria Plzeň	null	null	
889	Jan Kovařík	null	FC Viktoria Plzeň	null	null	
